"filename", "language", "Java", "comment", "blank", "total"
"/Users/ttwards/IdeaProjects/pushbox/src/main/java/com/sokoban/controllers/Level.java", "Java", 4, 0, 0, 4
"/Users/ttwards/IdeaProjects/pushbox/src/main/java/com/sokoban/controllers/SokobanGame.java", "Java", 2, 0, 0, 2
"Total", "-", 6, 0, 0, 6
